Marital status,Course,Previous qualification,Mother's qualification,Father's qualification,Displaced,Educational special needs,Gender,Age at enrollment,International,Target
Single,Advertising and Marketing Management,Secondary education,Unknown education level,Unknown education level,Yes,No,Male,26,No,Dropout
Single,Nursing,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,35,No,Dropout
Single,Management Evening Program,Secondary education,Higher education - bachelor's degree,Basic education 1st cycle,Yes,No,Male,22,No,Graduate
Single,Management,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Male,19,No,Dropout
Single,Tourism,Secondary education,Higher education - degree,Basic education 3rd cycle,Yes,No,Male,19,No,Dropout
Single,Animation and Multimedia Design,Technological specialization course,Higher education - degree,Higher education - degree,No,No,Male,20,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Higher education - degree,Higher education - degree,No,No,Male,21,No,Graduate
Single,Journalism and Communication,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Female,19,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Agronomy,Professional higher technical course,Secondary education,Basic education 2nd cycle,No,No,Female,23,No,Graduate
Single,Management,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Female,18,No,Graduate
Single,Nursing,Secondary education,Basic education 1st cycle,Basic education 2nd cycle,Yes,No,Female,18,No,Graduate
Single,Nursing,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,19,No,Graduate
Single,Management,Professional higher technical course,Secondary education,Basic education 3rd cycle,Yes,No,Female,21,No,Graduate
Single,Veterinary Nursing,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,18,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Female,24,No,Graduate
Single,Nursing,Secondary education,Higher education - degree,Technological specialization course,Yes,No,Female,18,No,Dropout
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Female,20,No,Graduate
Single,Journalism and Communication,Secondary education,Unknown education level,Basic education 2nd cycle,Yes,No,Female,18,No,Dropout
Single,Tourism,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Female,19,No,Dropout
Single,Basic Education,Secondary education,Secondary education,Basic education 2nd cycle,Yes,No,Female,19,No,Graduate
Single,Social Service,Higher education - degree,Secondary education,Basic education 2nd cycle,No,No,Female,18,No,Graduate
Single,Nursing,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,18,No,Graduate
Single,Oral Hygiene,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,19,No,Graduate
Single,Nursing,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,18,No,Graduate
Single,Tourism,Secondary education,Unknown education level,Basic education 2nd cycle,Yes,No,Female,19,No,Dropout
Single,Nursing,Secondary education,Secondary education,Secondary education,Yes,No,Female,21,No,Graduate
Single,Oral Hygiene,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,No,No,Female,18,No,Graduate
Single,Nursing,Secondary education,Secondary education,Secondary education,No,No,Female,18,No,Graduate
Single,Equinculture,Secondary education,Higher education - degree,Secondary education,No,No,Female,23,No,Dropout
Single,Nursing,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,No,No,Female,18,No,Graduate
Single,Equinculture,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Female,21,No,Dropout
Single,Nursing,Secondary education,Basic education 1st cycle,Basic education 2nd cycle,Yes,No,Female,19,No,Graduate
Single,Social Service,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,21,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Veterinary Nursing,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Female,20,No,Graduate
Single,Basic Education,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,18,No,Graduate
Single,Communication Design,Secondary education,Secondary education,Secondary education,Yes,No,Female,18,No,Dropout
Single,Veterinary Nursing,Secondary education,Secondary education,Higher education - degree,Yes,No,Female,18,No,Graduate
Single,Journalism and Communication,Secondary education,Secondary education,Secondary education,Yes,No,Female,18,No,Graduate
Single,Veterinary Nursing,Basic education 3rd cycle,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,24,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Secondary education,Secondary education,Yes,No,Female,19,No,Graduate
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Communication Design,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Female,19,No,Graduate
Single,Basic Education,Secondary education,Basic education 2nd cycle,Basic education 3rd cycle,Yes,No,Female,19,No,Dropout
Single,Journalism and Communication,Secondary education,Unknown education level,Basic education 1st cycle,No,No,Female,26,No,Dropout
Single,Tourism,Basic education 3rd cycle,Basic education 3rd cycle,Secondary education,No,No,Male,36,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Secondary education,Secondary education,No,No,Male,19,No,Dropout
Single,Computer Science,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,No,No,Male,27,No,Dropout
Single,Computer Science,Secondary education,Higher education - degree,Secondary education,No,No,Male,18,No,Dropout
Single,Nursing,Secondary education,Basic education 1st cycle,Basic education 2nd cycle,Yes,No,Male,18,No,Graduate
Single,Communication Design,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,No,No,Male,28,No,Dropout
Single,Animation and Multimedia Design,Technological specialization course,Basic education 3rd cycle,Secondary education,Yes,No,Male,21,No,Graduate
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,No,No,Male,19,No,Graduate
Single,Advertising and Marketing Management,12th year of schooling not completed,Frequency of higher education,Technical-professional course,No,No,Male,26,No,Dropout
Single,Computer Science,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Male,20,No,Dropout
Single,Nursing,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Male,19,No,Graduate
Single,Management,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Male,21,No,Dropout
Single,Advertising and Marketing Management,Professional higher technical course,Secondary education,Basic education 3rd cycle,No,No,Male,23,No,Graduate
Single,Social Service Evening Program,Basic education 2nd cycle,Basic education 2nd cycle,Basic education 1st cycle,No,No,Male,29,No,Graduate
Single,Nursing,Secondary education,Secondary education,Secondary education,No,No,Male,20,No,Graduate
Single,Social Service,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Male,18,No,Graduate
Single,Journalism and Communication,Secondary education,Secondary education,Basic education 2nd cycle,Yes,No,Male,19,No,Graduate
Single,Oral Hygiene,Higher education - degree,Secondary education,Basic education 1st cycle,No,No,Male,23,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Basic education 2nd cycle,Secondary education,No,No,Male,21,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Basic education 1st cycle,Basic education 3rd cycle,Yes,No,Male,18,No,Graduate
Single,Communication Design,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Male,21,No,Dropout
Single,Social Service,Secondary education,Secondary education,Secondary education,No,No,Male,22,No,Dropout
Single,Oral Hygiene,Secondary education,Higher education - degree,Basic education 3rd cycle,Yes,No,Male,21,No,Graduate
Single,Nursing,Secondary education,Basic education 2nd cycle,Basic education 3rd cycle,Yes,No,Male,32,No,Dropout
Single,Agronomy,Higher education - degree,Secondary education,Basic education 3rd cycle,Yes,No,Male,27,No,Graduate
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Male,18,No,Graduate
Single,Communication Design,Secondary education,Secondary education,Secondary education,Yes,No,Male,24,No,Graduate
Single,Equinculture,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Male,22,No,Dropout
Single,Equinculture,Secondary education,Higher education - bachelor's degree,Higher education - degree,Yes,No,Male,22,No,Dropout
Single,Management,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,19,No,Graduate
Single,Computer Science,Secondary education,Basic education 1st cycle,2nd year complementary high school course,Yes,No,Male,19,No,Dropout
Single,Nursing,Secondary education,Secondary education,Secondary education,Yes,No,Female,18,No,Graduate
Single,Tourism,Secondary education,Higher education - degree,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,20,No,Dropout
Single,Social Service,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Female,19,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,19,No,Graduate
Single,Tourism,Secondary education,Other 11th year schooling,Secondary education,Yes,No,Female,18,No,Graduate
Single,Communication Design,Technological specialization course,Other 11th year schooling,Basic education 1st cycle,No,No,Female,22,No,Graduate
Married,Oral Hygiene,Basic education 3rd cycle,Basic education 1st cycle,Basic education 2nd cycle,No,No,Female,31,No,Graduate
Single,Basic Education,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,No,No,Female,19,No,Graduate
Single,Tourism,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,18,No,Graduate
Single,Veterinary Nursing,Secondary education,Other 11th year schooling,Secondary education,No,No,Female,21,No,Graduate
Single,Nursing,Secondary education,Basic education 2nd cycle,Secondary education,Yes,No,Female,18,No,Graduate
Single,Management,Technological specialization course,Higher education - bachelor's degree,Basic education 1st cycle,No,No,Male,25,Yes,Dropout
Single,Computer Science,Secondary education,Secondary education,Higher education - degree,No,No,Male,21,Yes,Dropout
Single,Nursing,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Female,19,No,Graduate
Single,Tourism,Secondary education,7th year old schooling,Unknown education level,Yes,No,Female,22,No,Dropout
Single,Management,Secondary education,Basic education 2nd cycle,Secondary education,No,No,Male,19,No,Graduate
Single,Social Service Evening Program,Basic education 3rd cycle,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,58,No,Dropout
Single,Social Service,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Female,19,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,23,Yes,Graduate
Single,Nursing,Secondary education,Basic education 3rd cycle,Secondary education,Yes,No,Female,18,No,Graduate
Single,Veterinary Nursing,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,No,No,Female,20,No,Graduate
Single,Veterinary Nursing,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,No,No,Female,18,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Higher education - degree,Basic education 3rd cycle,No,No,Female,18,No,Graduate
Single,Management,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Equinculture,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,No,No,Female,24,No,Dropout
Single,Basic Education,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,18,No,Dropout
Single,Social Service,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Female,19,No,Graduate
Single,Tourism,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,18,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,19,No,Graduate
Single,Veterinary Nursing,Secondary education,Higher education - master's degree,Higher education - master's degree,No,No,Female,22,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Female,21,No,Graduate
Single,Nursing,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,18,No,Graduate
Single,Basic Education,Secondary education,Secondary education,Other 11th year schooling,Yes,No,Female,20,No,Dropout
Single,Communication Design,Secondary education,Secondary education,Basic education 2nd cycle,Yes,No,Female,19,No,Graduate
Single,Management,Secondary education,Specialized higher studies course,Secondary education,No,No,Male,26,Yes,Dropout
Married,Social Service Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,35,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Secondary education,Secondary education,Yes,No,Female,19,No,Graduate
Single,Veterinary Nursing,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Male,18,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,No,No,Male,19,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Secondary education,Secondary education,Yes,No,Male,25,No,Graduate
Single,Tourism,Secondary education,Secondary education,Secondary education,Yes,No,Male,18,No,Graduate
Single,Agronomy,Secondary education,Secondary education,Higher education - master's degree,Yes,No,Male,26,No,Dropout
Single,Management Evening Program,Secondary education,Secondary education,Secondary education,No,No,Male,34,No,Graduate
Single,Tourism,Secondary education,Higher education - master's degree,Basic education 3rd cycle,Yes,No,Male,18,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Higher education - degree,9th year of schooling not completed,No,No,Male,18,No,Dropout
Single,Computer Science,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Male,18,No,Dropout
Single,Agronomy,Technological specialization course,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,20,No,Dropout
Single,Communication Design,Technological specialization course,Secondary education,Basic education 3rd cycle,No,No,Male,25,No,Graduate
Single,Equinculture,Secondary education,Higher education - bachelor's degree,Secondary education,No,No,Male,18,No,Dropout
Single,Agronomy,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Male,19,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Secondary education,Secondary education,Yes,No,Male,20,No,Dropout
Single,Social Service,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Male,20,No,Graduate
Single,Management,Secondary education,Secondary education,Basic education 1st cycle,Yes,No,Male,19,No,Dropout
Single,Management,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,20,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,No,No,Male,24,No,Dropout
Single,Agronomy,Technological specialization course,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Male,20,No,Graduate
Single,Computer Science,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Male,23,No,Dropout
Single,Social Service Evening Program,Secondary education,Unknown education level,Unknown education level,No,No,Male,21,No,Graduate
Single,Computer Science,Secondary education,11th year of schooling not completed,Other 11th year schooling,Yes,No,Male,20,No,Dropout
Single,Journalism and Communication,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Male,18,No,Graduate
Single,Tourism,Secondary education,Secondary education,Secondary education,Yes,No,Male,18,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,No,No,Male,18,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,19,No,Dropout
Single,Equinculture,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,No,No,Male,19,No,Graduate
Single,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,33,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Higher education - bachelor's degree,Secondary education,Yes,No,Male,21,No,Graduate
Married,Agronomy,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Male,25,No,Dropout
Single,Veterinary Nursing,Secondary education,Secondary education,Secondary education,Yes,No,Male,20,No,Dropout
Single,Veterinary Nursing,Professional higher technical course,Secondary education,Secondary education,Yes,No,Male,22,No,Dropout
Divorced,Journalism and Communication,Basic education 3rd cycle,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,39,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Higher education - degree,Secondary education,Yes,No,Male,21,No,Graduate
Single,Tourism,Secondary education,Secondary education,Secondary education,No,No,Female,19,No,Graduate
Single,Nursing,Basic education 3rd cycle,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,26,No,Graduate
Single,Social Service,Secondary education,Basic education 3rd cycle,Secondary education,Yes,No,Female,19,No,Graduate
Single,Veterinary Nursing,Professional higher technical course,Secondary education,Higher education - degree,Yes,No,Female,20,No,Graduate
Single,Social Service Evening Program,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,No,No,Male,24,No,Dropout
Single,Computer Science,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Male,20,No,Graduate
Married,Agronomy,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,29,No,Graduate
Single,Journalism and Communication,Secondary education,Secondary education,Higher education - degree,No,No,Male,20,No,Graduate
Single,Equinculture,Technological specialization course,Higher education - degree,Higher education - master's degree,Yes,No,Male,20,No,Dropout
Single,Advertising and Marketing Management,Basic education 3rd cycle,Basic education 3rd cycle,Secondary education,Yes,No,Male,24,No,Graduate
Single,Nursing,Basic education 3rd cycle,Secondary education,Higher education - degree,No,No,Male,24,No,Dropout
Single,Computer Science,Higher education - degree 1st cycle,Higher education - degree,Secondary education,No,No,Male,23,No,Graduate
Single,Oral Hygiene,Secondary education,Secondary education,Basic education 1st cycle,Yes,No,Male,20,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Secondary education,Secondary education,Yes,No,Male,19,No,Graduate
Single,Agronomy,Technological specialization course,Secondary education,Basic education 2nd cycle,Yes,No,Male,20,No,Graduate
Single,Communication Design,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,No,No,Male,18,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Secondary education,Secondary education,Yes,No,Male,20,No,Dropout
Married,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 3rd cycle,Yes,No,Male,33,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,19,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Male,19,No,Graduate
Single,Communication Design,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Male,22,No,Graduate
Single,Nursing,Secondary education,Secondary education,Secondary education,No,No,Female,39,Yes,Dropout
Single,Tourism,Secondary education,Secondary education,Secondary education,Yes,No,Male,22,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Male,19,No,Graduate
Single,Tourism,Secondary education,Higher education - degree,Secondary education,Yes,No,Female,19,Yes,Graduate
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Female,19,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Female,21,No,Graduate
Single,Nursing,Higher education - doctorate,Basic education 3rd cycle,Secondary education,Yes,No,Female,39,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Basic education 3rd cycle,Secondary education,Yes,No,Male,19,No,Graduate
Single,Management,Other 11th year schooling,Secondary education,Secondary education,Yes,No,Male,24,No,Dropout
Single,Management Evening Program,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Male,27,No,Dropout
Married,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,29,No,Graduate
Single,Veterinary Nursing,Secondary education,Basic education 3rd cycle,Secondary education,Yes,No,Male,20,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Basic education 3rd cycle,Secondary education,No,No,Male,21,No,Dropout
Single,Nursing,Secondary education,Secondary education,Secondary education,No,No,Male,19,No,Graduate
Single,Journalism and Communication,Secondary education,Secondary education,Secondary education,No,No,Male,19,No,Dropout
Single,Computer Science,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,28,No,Graduate
Single,Tourism,Secondary education,Basic education 3rd cycle,Secondary education,Yes,No,Female,21,Yes,Graduate
Single,Nursing,Secondary education,Higher education - degree,Higher education - degree,Yes,No,Female,23,Yes,Dropout
Single,Nursing,Secondary education,Basic education 2nd cycle,Secondary education,Yes,No,Female,18,No,Graduate
Married,Journalism and Communication,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,59,Yes,Graduate
Single,Veterinary Nursing,Secondary education,Secondary education,Basic education 2nd cycle,Yes,No,Female,18,No,Graduate
Single,Nursing,Secondary education,Basic education 1st cycle,Basic education 3rd cycle,Yes,No,Female,27,No,Dropout
Single,Social Service,Secondary education,Basic education 2nd cycle,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Basic Education,Secondary education,Basic education 2nd cycle,Basic education 3rd cycle,Yes,No,Female,20,No,Dropout
Married,Computer Science,Higher education - degree,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,32,No,Dropout
Single,Management,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Female,19,No,Dropout
Married,Basic Education,Other 11th year schooling,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,41,No,Dropout
Divorced,Social Service Evening Program,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,No,No,Female,38,No,Dropout
Single,Equinculture,Higher education - bachelor's degree,Professional higher technical course,Secondary education,No,No,Male,35,Yes,Dropout
Single,Social Service Evening Program,Secondary education,Unknown education level,Unknown education level,Yes,No,Female,27,No,Dropout
Single,Communication Design,Secondary education,Secondary education,Basic education 1st cycle,Yes,No,Female,19,No,Graduate
Married,Management Evening Program,12th year of schooling not completed,Unknown education level,Unknown education level,No,No,Female,39,No,Dropout
Married,Tourism,Higher education - bachelor's degree,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,37,No,Dropout
Facto union,Nursing,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,No,No,Female,37,No,Dropout
Married,Social Service Evening Program,Secondary education,Unknown education level,Unknown education level,No,No,Female,35,No,Graduate
Single,Management,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,49,No,Graduate
Single,Management,Higher education - degree 1st cycle,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,52,No,Graduate
Single,Veterinary Nursing,Secondary education,Secondary education,Basic education 2nd cycle,Yes,No,Female,18,No,Graduate
Single,Social Service Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,30,No,Graduate
Single,Nursing,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Female,21,No,Graduate
Single,Computer Science,Secondary education,Basic education 1st cycle,Basic education 3rd cycle,Yes,No,Male,20,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,19,No,Dropout
Single,Nursing,Secondary education,Higher education - degree,Basic education 3rd cycle,Yes,No,Male,18,No,Graduate
Single,Management,Secondary education,Secondary education,Secondary education,Yes,No,Female,22,No,Graduate
Single,Social Service,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Female,19,No,Graduate
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Female,18,No,Graduate
Single,Management,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Male,21,No,Graduate
Single,Equinculture,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,37,Yes,Dropout
Single,Agronomy,Basic education 3rd cycle,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,38,No,Dropout
Legally separated,Management Evening Program,Other 11th year schooling,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,55,No,Dropout
Facto union,Agronomy,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,28,No,Dropout
Facto union,Management Evening Program,Higher education - bachelor's degree,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,46,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,Yes,Female,22,No,Graduate
Married,Advertising and Marketing Management,Basic education 3rd cycle,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,46,No,Dropout
Single,Veterinary Nursing,Secondary education,Basic education 1st cycle,Basic education 3rd cycle,Yes,No,Female,18,No,Dropout
Single,Journalism and Communication,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,21,No,Graduate
Single,Management Evening Program,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,No,No,Female,34,No,Dropout
Single,Basic Education,Secondary education,Basic education 1st cycle,Basic education 2nd cycle,Yes,No,Female,21,No,Dropout
Single,Journalism and Communication,Secondary education,Basic education 1st cycle,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Animation and Multimedia Design,Secondary education,9th year of schooling not completed,Basic education 2nd cycle,Yes,No,Male,20,No,Graduate
Single,Tourism,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,19,No,Dropout
Single,Social Service Evening Program,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Male,22,No,Graduate
Single,Agronomy,Technological specialization course,Secondary education,Basic education 3rd cycle,No,No,Male,23,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Higher education - degree,Secondary education,Yes,No,Male,19,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Male,19,No,Dropout
Single,Journalism and Communication,Secondary education,Basic education 3rd cycle,Secondary education,No,No,Male,18,No,Graduate
Single,Social Service,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,18,No,Dropout
Single,Journalism and Communication,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,No,No,Male,19,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Secondary education,Secondary education,Yes,No,Male,18,No,Graduate
Single,Agronomy,Technological specialization course,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Male,19,No,Graduate
Single,Agronomy,Basic education 3rd cycle,Secondary education,Basic education 3rd cycle,No,No,Male,27,No,Dropout
Single,Tourism,Secondary education,Higher education - degree,Basic education 3rd cycle,Yes,No,Male,20,No,Graduate
Single,Nursing,Secondary education,Higher education - master's degree,Higher education - degree,Yes,No,Male,18,No,Graduate
Single,Communication Design,Secondary education,Basic education 2nd cycle,Basic education 3rd cycle,Yes,No,Male,18,No,Graduate
Single,Management,Secondary education,Secondary education,Basic education 2nd cycle,Yes,No,Male,18,No,Dropout
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Social Service Evening Program,10th year of schooling not completed,Unknown education level,Unknown education level,Yes,No,Female,37,No,Dropout
Married,Social Service Evening Program,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,No,No,Female,36,No,Graduate
Married,Veterinary Nursing,Basic education 3rd cycle,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,26,No,Dropout
Single,Veterinary Nursing,Secondary education,Basic education 1st cycle,Basic education 2nd cycle,No,No,Female,19,No,Graduate
Single,Social Service Evening Program,Secondary education,Basic education 1st cycle,Secondary education,Yes,No,Female,24,No,Dropout
Single,Journalism and Communication,Secondary education,Basic education 3rd cycle,Secondary education,Yes,No,Female,19,Yes,Dropout
Single,Advertising and Marketing Management,Secondary education,Secondary education,Secondary education,Yes,No,Female,20,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Basic education 3rd cycle,Higher education - degree,Yes,No,Female,19,No,Graduate
Single,Veterinary Nursing,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Female,21,No,Graduate
Married,Oral Hygiene,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,50,No,Dropout
Married,Oral Hygiene,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,47,No,Dropout
